Map,Street,City,LatLong,Phone
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C155+W+Washington+Ave%2CAshburn+GA+31714-5222&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C31.705094%2C-83.653747&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=V9EzWUkD8n44tEweCN1zxmFAwFU="" alt=""Google map showing the dropped pin on Dollar General,155 W Washington Ave,Ashburn GA 31714-5222"">",155 W Washington Ave,"Ashburn, GA 31714-5222","<div class=""store-details__main-travel"" data-latitude=""31.705094"" data-longitude=""-83.653747"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 786-6160
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2411+Jefferson+Rd+Ste+B%2CAthens+GA+30607-1202&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.972715%2C-83.414675&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=W-02Ozppt5pGEVzugWJVQTTZ-vY="" alt=""Google map showing the dropped pin on Dollar General,2411 Jefferson Rd Ste B,Athens GA 30607-1202"">",2411 Jefferson Rd Ste B,"Athens, GA 30607-1202","<div class=""store-details__main-travel"" data-latitude=""33.972715"" data-longitude=""-83.414675"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 510-2900
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C800+Danielsville+Rd%2CAthens+GA+30601-1406&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.982622%2C-83.360491&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=6uqZugOHfu1x_NwQsndzYk9jeUE="" alt=""Google map showing the dropped pin on Dollar General,800 Danielsville Rd,Athens GA 30601-1406"">",800 Danielsville Rd,"Athens, GA 30601-1406","<div class=""store-details__main-travel"" data-latitude=""33.982622"" data-longitude=""-83.360491"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 499-5175
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2194+Lexington+Road%2CAthens+GA+30605-2338&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.944573%2C-83.340738&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=w-DGPu4FvnZSiSa8DmXAFnkAYEQ="" alt=""Google map showing the dropped pin on Dollar General,2194 Lexington Road,Athens GA 30605-2338"">",2194 Lexington Road,"Athens, GA 30605-2338","<div class=""store-details__main-travel"" data-latitude=""33.944573"" data-longitude=""-83.340738"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 499-6465
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C880+Whitehall+Road%2CAthens+GA+30605-4223&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.899362%2C-83.364743&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=ZGxlUt28RdYTmv6d5q3ykUBKmz4="" alt=""Google map showing the dropped pin on Dollar General,880 Whitehall Road,Athens GA 30605-4223"">",880 Whitehall Road,"Athens, GA 30605-4223","<div class=""store-details__main-travel"" data-latitude=""33.899362"" data-longitude=""-83.364743"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 499-5162
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1225+Cedar+Shoals+Rd%2CAthens+GA+30605-3164&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.9257%2C-83.3336&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=T6trxSrqk4UKk3b5kNE-vnpLf-8="" alt=""Google map showing the dropped pin on Dollar General,1225 Cedar Shoals Rd,Athens GA 30605-3164"">",1225 Cedar Shoals Rd,"Athens, GA 30605-3164","<div class=""store-details__main-travel"" data-latitude=""33.9257"" data-longitude=""-83.3336"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 499-6007
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1125+West+Broad+Street%2CAthens+GA+30606-3049&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.953976%2C-83.39109&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=c2t5LWeEkLyDnpDqSnLf-NYHCGo="" alt=""Google map showing the dropped pin on Dollar General,1125 West Broad Street,Athens GA 30606-3049"">",1125 West Broad Street,"Athens, GA 30606-3049","<div class=""store-details__main-travel"" data-latitude=""33.953976"" data-longitude=""-83.39109"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 499-0091
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C125+Hwy+330%2CAthens+GA+30607&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.0156%2C-83.4928&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=TFhWThFh6RH9IgGyug53aFjZ_G0="" alt=""Google map showing the dropped pin on Dollar General,125 Hwy 330,Athens GA 30607"">",125 Hwy 330,"Athens, GA 30607","<div class=""store-details__main-travel"" data-latitude=""34.0156"" data-longitude=""-83.4928"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 499-7701
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C11325+Commerce+Hwy%2CAthens+GA+30607-4321&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.0319%2C-83.4015&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=QB71rbvPvzrt34oyL608Rw7fEzw="" alt=""Google map showing the dropped pin on Dollar General,11325 Commerce Hwy,Athens GA 30607-4321"">",11325 Commerce Hwy,"Athens, GA 30607-4321","<div class=""store-details__main-travel"" data-latitude=""34.0319"" data-longitude=""-83.4015"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 499-0051
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C8775+Roswell+Rd%2CAtlanta+GA+30350-1842&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.99757%2C-84.350712&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=5N_Rgjcx3L8JbE8PKVKzYcvwv_w="" alt=""Google map showing the dropped pin on Dollar General,8775 Roswell Rd,Atlanta GA 30350-1842"">",8775 Roswell Rd,"Atlanta, GA 30350-1842","<div class=""store-details__main-travel"" data-latitude=""33.99757"" data-longitude=""-84.350712"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 336-5710
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C807+Cascade+Sw%2CAtlanta+GA+30310-2413&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.73385%2C-84.4372&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=yAoh5SxoIZ-f_WCpeC2NgexAl1o="" alt=""Google map showing the dropped pin on Dollar General,807 Cascade Sw,Atlanta GA 30310-2413"">",807 Cascade Sw,"Atlanta, GA 30310-2413","<div class=""store-details__main-travel"" data-latitude=""33.73385"" data-longitude=""-84.4372"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 381-1390
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2779+Lakewood+Ave%2CAtlanta+GA+30315-5810&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.697217%2C-84.408791&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=pWrLC4vtfQW6ljQWcgcboEoU3j4="" alt=""Google map showing the dropped pin on Dollar General,2779 Lakewood Ave,Atlanta GA 30315-5810"">",2779 Lakewood Ave,"Atlanta, GA 30315-5810","<div class=""store-details__main-travel"" data-latitude=""33.697217"" data-longitude=""-84.408791"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 381-1369
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C4465+Campbellton+Rd+Sw%2CAtlanta+GA+30331-6500&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.69702%2C-84.534446&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=k57dFS-9d8AoXpKzS6GjUdtAopM="" alt=""Google map showing the dropped pin on Dollar General,4465 Campbellton Rd Sw,Atlanta GA 30331-6500"">",4465 Campbellton Rd Sw,"Atlanta, GA 30331-6500","<div class=""store-details__main-travel"" data-latitude=""33.69702"" data-longitude=""-84.534446"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 588-0642
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C3509+Mlk+Jr%2CAtlanta+GA+30331-4006&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.758248%2C-84.502795&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=DHlppjjBgr99B1gZ-KxAXpwJiK4="" alt=""Google map showing the dropped pin on Dollar General,3509 Mlk Jr,Atlanta GA 30331-4006"">",3509 Mlk Jr,"Atlanta, GA 30331-4006","<div class=""store-details__main-travel"" data-latitude=""33.758248"" data-longitude=""-84.502795"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 588-0665
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2750+Donald+Lee+Hollowell+Pkwy%2CAtlanta+GA+30318-6056&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.7778%2C-84.4774&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=BUpgJE_VKc3b-furtsRH5o5Kpmc="" alt=""Google map showing the dropped pin on Dollar General,2750 Donald Lee Hollowell Pkwy,Atlanta GA 30318-6056"">",2750 Donald Lee Hollowell Pkwy,"Atlanta, GA 30318-6056","<div class=""store-details__main-travel"" data-latitude=""33.7778"" data-longitude=""-84.4774"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 443-0620
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2690+Metropolitan+Pkwy+Sw%2CAtlanta+GA+30315-7902&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.681701%2C-84.407473&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=ez-kbK7GMgiBcBFVFpRc6HzmP4g="" alt=""Google map showing the dropped pin on Dollar General,2690 Metropolitan Pkwy Sw,Atlanta GA 30315-7902"">",2690 Metropolitan Pkwy Sw,"Atlanta, GA 30315-7902","<div class=""store-details__main-travel"" data-latitude=""33.681701"" data-longitude=""-84.407473"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 381-1407
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C4837+Roosevelt+Hwy%2CAtlanta+GA+30349-2419&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.5997%2C-84.547&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=vcCM7CH5EABR33UjOhirsol9YfU="" alt=""Google map showing the dropped pin on Dollar General,4837 Roosevelt Hwy,Atlanta GA 30349-2419"">",4837 Roosevelt Hwy,"Atlanta, GA 30349-2419","<div class=""store-details__main-travel"" data-latitude=""33.5997"" data-longitude=""-84.547"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 681-6931
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1241+A+Moreland+Ave+S+E%2CAtlanta+GA+30316-3183&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.720391%2C-84.350509&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=oAmwAA7jE8PqWWSyZd95-wfi25Y="" alt=""Google map showing the dropped pin on Dollar General,1241 A Moreland Ave S E,Atlanta GA 30316-3183"">",1241 A Moreland Ave S E,"Atlanta, GA 30316-3183","<div class=""store-details__main-travel"" data-latitude=""33.720391"" data-longitude=""-84.350509"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 588-0583
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C3349+Buford+Hwy+Ne%2CAtlanta+GA+30329-7300&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.842424%2C-84.324859&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=5egL8sVmLnWzit1nE0aRaSDLxSM="" alt=""Google map showing the dropped pin on Dollar General,3349 Buford Hwy Ne,Atlanta GA 30329-7300"">",3349 Buford Hwy Ne,"Atlanta, GA 30329-7300","<div class=""store-details__main-travel"" data-latitude=""33.842424"" data-longitude=""-84.324859"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 705-0554
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2975+Headland+Blvd+Ste+B%2CAtlanta+GA+30311&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.68955%2C-84.486361&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=sy6HGQtVbdLpPk2lWwCLOZoPgms="" alt=""Google map showing the dropped pin on Dollar General,2975 Headland Blvd Ste B,Atlanta GA 30311"">",2975 Headland Blvd Ste B,"Atlanta, GA 30311","<div class=""store-details__main-travel"" data-latitude=""33.68955"" data-longitude=""-84.486361"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 381-1490
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2310+Martin+Luther+King+Jr+Dr%2CAtlanta+GA+30310-1037&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.751518%2C-84.46609&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=qNVMo-W-KT7zp1nSGQItAXpUa14="" alt=""Google map showing the dropped pin on Dollar General,2310 Martin Luther King Jr Dr,Atlanta GA 30310-1037"">",2310 Martin Luther King Jr Dr,"Atlanta, GA 30310-1037","<div class=""store-details__main-travel"" data-latitude=""33.751518"" data-longitude=""-84.46609"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 481-2250
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C3300+Royal+South+Pkwy%2CAtlanta+GA+30349-3617&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.5962%2C-84.498&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=Vlyj106dhtQ6qgWwHXritYDtjPA="" alt=""Google map showing the dropped pin on Dollar General,3300 Royal South Pkwy,Atlanta GA 30349-3617"">",3300 Royal South Pkwy,"Atlanta, GA 30349-3617","<div class=""store-details__main-travel"" data-latitude=""33.5962"" data-longitude=""-84.498"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 381-1410
